COUNTRY CODE,ecoregion,n_checklists,n_observers,n_tourist,n_tourist_ecoregion,local,local_ecoregion,date_range_cell,date_range_ecoregion,guided,guided_ecoregion
CN,Pamir alpine desert and tundra,139,64,131,127,8,12,26785243.165467625899,91114705.035971223022,0.10000000000000000000,0.00000000000000000000
CN,Qaidam Basin semi-desert,362,155,306,274,56,88,20219748.066298342541,31140278.453038674033,0.20441988950276243094,0.29611650485436893204
CN,Qilian Mountains conifer forests,783,216,411,394,372,389,48329048.275862068966,54569600.000000000000,0.03563941299790356394,0.04722792607802874743
CN,Qilian Mountains subalpine meadows,142,64,133,128,9,14,10364957.746478873239,15565385.915492957746,0.02040816326530612245,0.02000000000000000000
CN,Qin Ling Mountains deciduous forests,2813,510,1919,1704,894,1109,38250720.511908993957,55872972.627088517597,0.21284916201117318436,0.21120000000000000000
CN,Qionglai-Minshan conifer forests,11447,1041,7680,6601,3767,4846,76530798.287760985411,117648118.249322966716,0.19969317310150856558,0.19814792829158257153
CN,Rock and Ice,39,18,32,32,7,7,24360369.230769230769,18214892.307692307692,0.00000000000000000000,0.00000000000000000000
CN,Sichuan Basin evergreen broadleaf forests,7616,1246,3197,2900,4419,4716,89633261.344537815126,102678719.74789916,0.04930633670791151106,0.04897885414784023134
CN,South China Sea Islands,4,4,4,4,0,0,0.00000000000000000000,0.00000000000000000000,,
CN,South China-Vietnam subtropical evergreen forests,26973,1774,7967,3446,19006,23527,117489665.66566567,173875241.64164164,0.05250418916402904487,0.02642434143353073310
CN,Southeast Tibet shrublands and meadows,17000,1205,11516,8147,5484,8853,54255439.058823529412,108407304.847058823529,0.19979640940218397187,0.18590646019083372439
CN,Suiphun-Khanka meadows and forest meadows,31,12,31,31,0,0,69677.419354838710,86400.000000000000,0.00000000000000000000,0.33333333333333333333
CN,Taklimakan desert,869,203,636,576,233,293,364072001.84119678,453611433.83199079,0.01360544217687074830,0.07186858316221765914
CN,Tarim Basin deciduous forests and steppe,60,29,54,49,6,11,2568960.000000000000,1905120.000000000000,0.00000000000000000000,0.00000000000000000000
CN,Tian Shan foothill arid steppe,184,74,146,142,38,42,19393513.043478260870,25166817.391304347826,0.11392405063291139241,0.14814814814814814815
CN,Tian Shan montane conifer forests,230,128,199,183,31,47,18136862.608695652174,38782706.086956521739,0.17000000000000000000,0.03738317757009345794
CN,Tian Shan montane steppe and meadows,1067,265,857,710,210,357,33460282.661668228679,118854334.02061856,0.09027777777777777778,0.11418047882136279926
CN,Tibetan Plateau alpine shrublands and meadows,1320,327,948,853,372,467,52995010.909090909091,64022203.636363636364,0.11436170212765957447,0.16341463414634146341
CN,Western Himalayan alpine shrub and Meadows,95,37,94,78,1,17,808522.105263157895,71753835.789473684211,0.00000000000000000000,0.00000000000000000000
CN,Yarlung Tsangpo arid steppe,1555,303,1229,1128,326,427,41152847.845659163987,89140908.038585209003,0.08173690932311621967,0.10705882352941176471
CN,Yellow Sea saline meadow,697,259,507,518,190,179,32801505.882352941176,30517917.934002869440,0.09950248756218905473,0.11793611793611793612
CN,Yunnan Plateau subtropical evergreen forests,6935,1002,3818,2778,3117,4157,98874341.052631578947,133800634.69358327,0.08362779740871613663,0.07789095266626722588
CN,,36626,2429,8681,,27945,,256630120.15508109,,0.03772235049266690514,0.00000000000000000000
CO,Amazon-Orinoco-Southern Caribbean mangroves,28095,4609,12483,10415,15612,17680,123593211.83128671,144132796.75387080,0.16269077563442688985,0.14791881664946680427
CO,Apure-Villavicencio dry forests,43786,2827,8307,7641,35479,36145,155786552.26784817,157454121.99333120,0.09238678090575275398,0.08700510080155453000
CO,Caqueta moist forests,9653,839,3182,2535,6471,7118,114060709.83114058,120207936.01989019,0.14763468320564270947,0.12065319548872180451
CO,Catatumbo moist forests,943,136,184,178,759,765,135680159.49098621,131093446.44750795,0.02065613608748481166,0.02433090024330900243
CO,Cauca Valley dry forests,41459,5529,11114,10764,30345,30695,202827668.85839022,190509138.68641308,0.11624884942335805945,0.11624509671310699310
CO,Cauca Valley montane forests,278296,12080,62812,53970,215484,224326,182611111.86362722,199439197.97625550,0.11308906220248157086,0.09927200021490768564
CO,Cayos Miskitos-San Andrés and Providencia moist forests,3569,541,1637,1369,1932,2200,78847613.561221630709,118804599.60773326,0.14653902798232695140,0.07202619134230629320
CO,Central American dry forests,86,40,9,35,77,51,388957730.23255814,87049004.651162790698,0.04938271604938271605,0.17187500000000000000
CO,Chocó-Darién moist forests,20420,2487,8006,6104,12414,14316,134234221.821743388834,164483407.63956905,0.17852193995381062356,0.15404527179600154210
CO,Cordillera Oriental montane forests,80242,4560,18716,14090,61526,66152,148819645.65190299,161714852.65073154,0.13338661338661338661,0.10866492146596858639
CO,Eastern Cordillera real montane forests,26430,1478,6932,4955,19498,21475,123824223.74574347,160387641.31668558,0.15005284982518903976,0.11635609113762419696
CO,Eastern Panamanian montane forests,20,7,3,20,17,0,346835520.00000000,177120.000000000000,0.00000000000000000000,
CO,Guajira-Barranquilla xeric scrub,59901,5567,27572,24728,32329,35173,108804087.86497721,125030345.67035609,0.20210462410199332187,0.19247561359345500315
CO,Guianan piedmont and lowland moist forests,303,128,176,177,127,126,62936839.603960396040,102356625.74257426,0.51245551601423487544,0.41489361702127659574
CO,Iquitos varzeá,6849,543,2633,2660,4216,4189,259830988.69908016,255935243.10118265,0.19840079960019990005,0.20242645836795745388
CO,Japurá-Solimoes-Negro moist forests,4776,530,3232,3038,1544,1738,53022609.045226130653,65251953.768844221106,0.29061955710375715352,0.29189057156814851001
CO,Llanos,49804,2428,13358,9746,36446,40058,114135794.77953578,172354532.74435788,0.12743048531031537303,0.10701259227095093356
CO,Magdalena Valley dry forests,38560,3664,6537,6807,32023,31753,173079020.91286307,160558399.41908714,0.06202406227883934890,0.07031960873521383076
CO,Magdalena Valley montane forests,361269,15909,67233,45283,294036,315986,177895245.97792780,213811073.00764804,0.07483929100573895900,0.05382336550024931804
CO,Magdalena-Urabá moist forests,35168,2794,9825,6662,25343,28506,112608909.827115559600,152243607.73430391,0.09642857142857142857,0.07693259121830550402
CO,Napo moist forests,17014,1300,4635,3270,12379,13744,129795443.56412366,150627674.90302104,0.13622392256883133870,0.10368314833501513623
CO,Negro-Branco moist forests,23226,1191,9368,8316,13858,14910,101521346.628778093516,122278431.413071557737,0.24768727169220551260,0.22278244631185807656
CO,Northern Andean páramo,49791,6556,17351,12613,32440,37178,152233709.51376755,169903763.23431946,0.21215701719837206249,0.17625180651194423191
CO,Northwestern Andean montane forests,85572,5373,26043,15644,59529,69928,170110418.84728650,221982714.34581405,0.18385079068828974249,0.12491484184914841849
CO,Patía Valley dry forests,547,202,229,301,318,246,105423005.48446069,60046420.475319926874,0.19327731092436974790,0.21806167400881057269
CO,Purus varzeá,4656,632,3096,2828,1560,1828,55404760.824742268041,63651191.752577319588,0.27262901918400432316,0.26241505488761108207
CO,Rio Negro campinarana,1089,387,668,725,421,364,71618935.537190082645,54749434.710743801653,0.43273092369477911647,0.34242424242424242424
CO,Santa Marta montane forests,46504,3658,26937,27441,19567,19063,96622526.062274212971,93202911.267847927060,0.33015873015873015873,0.33828797926671240186
CO,Santa Marta páramo,525,108,309,362,216,163,61858944.000000000000,22083840.000000000000,0.18884120171673819742,0.21973094170403587444
CO,Sinú Valley dry forests,10729,2597,5737,5770,4992,4959,84128015.807624196104,71327512.349706403206,0.27110091743119266055,0.28085397876469916657
CO,Solimões-Japurá moist forests,8969,739,2651,2462,6318,6507,153550457.62069350,161205252.93789720,0.11760223520447040894,0.10728259497665025874
CO,South American Pacific mangroves,1599,223,515,468,1084,1131,291012706.94183865,238114671.66979362,0.17289377289377289377,0.15613910574875798439
CO,Southwest Amazon moist forests,3659,521,831,776,2828,2883,203331195.62722055,158495546.10549330,0.07587488386497367606,0.07261029411764705882
CO,Western Ecuador moist forests,1618,326,655,739,963,879,114320603.21384425,95064136.464771322621,0.30631229235880398671,0.32005401755570560432
CO,,17980,3708,8151,,9829,,104062553.058954393771,,0.12855432505237952709,0.00000000000000000000
CP,,22,5,22,,0,,1201745.454545454545,,,
CR,Central American dry forests,85027,12326,31151,31760,53876,53267,191163409.68398273,178069565.74264645,0.11870150846528799285,0.12600656344421795261
CR,Cocos Island moist forests,1209,118,576,576,633,633,56286991.563275434243,56285276.426799007444,0.32636815920398009950,0.32537313432835820896
CR,Costa Rican seasonal moist forests,335864,23744,86551,83970,249313,251894,252518258.94290546,247267328.16616249,0.08296744007354454522,0.08127086765092064921
CR,Isthmian-Atlantic moist forests,369461,22175,127872,100259,241589,269202,175276098.59335627,207858537.82889128,0.14306167155060536394,0.11796179833359999015
CR,Isthmian-Pacific moist forests,207013,16273,80587,67779,126426,139234,145155839.34149063,169062283.98796211,0.11381745633468378600,0.10305777767297636663
CR,Mesoamerican Gulf-Caribbean mangroves,3853,951,1221,1482,2632,2371,141772197.04126655,116364609.81053724,0.06202067355785261754,0.10899830220713073005
CR,Southern Mesoamerican Pacific mangroves,49919,12741,22843,23335,27076,26584,151784379.97556041,131541664.28013382,0.12551967181520332590,0.13589474845542806708
CR,Talamancan montane forests,341849,23962,118986,103768,222863,238081,205138004.62777425,221095660.19616848,0.15093057869295682333,0.13465023498554579287
CR,,64379,10651,27938,,36441,,143574468.24585657,,0.08929931040483804303,0.00000000000000000000
CS,,119,64,104,,15,,6641909.243697478992,,0.02564102564102564103,
CU,Bahamian-Antillean mangroves,12421,2512,7132,5141,5289,7280,100537999.066097737702,161890137.54126077,0.29525731584258324924,0.24118755890669180019
CU,Cuban cactus scrub,13909,2167,5226,4915,8683,8994,113282947.846717952405,119087358.113451721907,0.10168105406633348478,0.09487430043528471173
CU,Cuban dry forests,59036,3420,29515,26844,29521,32192,140135933.81665424,178119830.17819635,0.24814511129332240066,0.25316431047240721268
CU,Cuban moist forests,32584,3074,21164,19768,11420,12816,75892753.449545789344,114334782.027989197152,0.32119013622506078030,0.32081617371770872332
CU,Cuban pine forests,4846,1336,3271,3269,1575,1577,77679251.836566240198,84573297.895171275279,0.37434002111932418163,0.36373193166885676741
CU,Cuban wetlands,11489,2106,8112,8135,3377,3354,77302137.905822961093,68391025.850813821917,0.40161153519932145886,0.40193370165745856354
CU,,15051,3249,9459,,5592,,93340828.702411799880,,0.25078221295155020385,0.00000000000000000000
CV,Cape Verde Islands dry forests,5891,572,4779,4274,1112,1617,31610314.853165846206,53522006.043116618571,0.06535947712418300654,0.08573197152584339214
CV,,2282,369,1864,,418,,35185775.284837861525,,0.07489711934156378601,0.00000000000000000000
CW,Amazon-Orinoco-Southern Caribbean mangroves,9261,1074,2561,2023,6700,7238,301238288.04664723,297180958.60058309,0.04636205279378266113,0.03756410256410256410
CW,Caribbean shrublands,10854,959,2710,2162,8144,8692,307674292.53731343,320925611.94029851,0.03527815468113975577,0.03087885985748218527
CW,,2890,356,485,,2405,,291630643.59861592,,0.01699604743083003953,
CX,Christmas and Cocos Islands tropical forests,2264,218,1753,1691,511,573,47287246.643109540636,54078805.653710247350,0.11084905660377358491,0.12083656080557707204
CX,,987,218,765,,222,,52624427.963525835866,,0.14084507042253521127,
CY,Cyprus Mediterranean forests,44630,1587,14874,14221,29756,30409,328812842.01658078,336031053.83822541,0.01490578145965812963,0.01731389721133901821
CY,,6294,830,2239,,4055,,334428565.10962822,,0.01125082726671078756,
CZ,Carpathian montane forests,2259,222,239,236,2020,2023,289379646.21513944,276005201.59362550,0.04241281809613572102,0.04154995331465919701
CZ,Central European mixed forests,184775,3795,10056,7026,174719,177749,462736758.26708159,499341419.70288188,0.00323109103173838366,0.00193401974265240187
CZ,Pannonian mixed forests,79682,1035,2147,1339,77535,78343,690342922.23588765,709333421.47034462,0.00626414225994911982,0.00330158730158730159
CZ,Western European broadleaf forests,125911,2225,6360,2659,119551,123252,492118119.24295733,547041205.09248596,0.00675759403216879115,0.00252990623989654058
DE,Alps conifer and mixed forests,8658,1971,3281,2233,5377,6425,209267017.04781705,274988876.50727651,0.03080490228552500828,0.02277012327773749094
DE,Atlantic mixed forests,155526,6694,20697,9702,134829,145824,399265064.03302342,499337126.00594113,0.00952208936892677817,0.00540881698246376025
DE,Baltic mixed forests,42047,2696,8007,4650,34040,37397,170149305.45342117,239955218.34137988,0.01118291654959258219,0.00685381161209001864
DE,Central European mixed forests,107456,5329,15642,10218,91814,97238,605909056.75997618,663422408.84455033,0.00650823599245299018,0.00471874841780163030
DE,Western European broadleaf forests,408285,15018,55150,30698,353135,377587,364379915.30034167,473535569.50071641,0.00698999179111284318,0.00473613698687488225
DE,,34455,2211,7126,,27329,,255034241.11449717,,0.02343509096515572001,0.00000000000000000000
DJ,Eritrean coastal desert,13,7,5,10,8,3,74370461.538461538462,2691692.307692307692,0.07692307692307692308,0.12500000000000000000
DJ,Ethiopian xeric grasslands and shrublands,2468,110,766,719,1702,1749,100213357.53646677,110018042.13938412,0.09341155234657039711,0.09608540925266903915
DJ,,374,71,140,,234,,89055298.395721925134,,0.05685618729096989967,0.00000000000000000000
DK,Atlantic mixed forests,11793,931,2817,1143,8976,10650,463999034.54591707,540612272.90765708,0.01920915500153264535,0.01978221415607985481
DK,Baltic mixed forests,61489,3944,10800,7547,50689,53942,411555132.97012474,540156961.38171055,0.01208384710234278668,0.00930980874218156839
DK,,37722,4148,10769,,26953,,353968477.42961667,,0.02077653149266609146,
DM,Caribbean shrublands,3632,724,2242,1481,1390,2151,168218254.62555066,364193246.69603524,0.11346633416458852868,0.11383776414451261077
DM,Windward Islands moist forests,2365,718,1762,1555,603,810,80967065.708245243129,255763033.57293869,0.24199045671438309475,0.24354940213971050975
DM,,1140,405,874,,266,,75166787.368421052632,,0.22485207100591715976,
DO,Bahamian-Antillean mangroves,8377,1735,5705,3353,2672,5024,76308795.607019219291,199941254.76901039,0.24363501207953911912,0.15003831417624521073
DO,Enriquillo wetlands,958,578,661,686,297,272,90679054.697286012526,89784931.941544885177,0.25644916540212443096,0.23882896764252696456
DO,Hispaniolan dry forests,8275,943,4485,4250,3790,4025,133706041.23262840,162178302.45317221,0.21955882352941176471,0.24165941398317377430
DO,Hispaniolan moist forests,40064,4269,21364,19296,18700,20768,138011045.60702875,207394880.03194888,0.12966265418338534701,0.13050829546655394695
DO,Hispaniolan pine forests,7992,1114,4050,4209,3942,3783,153065437.83783784,231528659.45945946,0.19741610209547817867,0.21659207161125319693
DO,,4143,1495,2883,,1260,,76818483.997103548154,,0.14380825565912117177,0.00000000000000000000
DZ,Mediterranean conifer and mixed forests,1006,88,417,254,589,752,156312543.93638171,213757808.34990060,0.13212121212121212121,0.09560439560439560440
DZ,Mediterranean dry woodlands and steppe,444,35,224,31,220,413,68388324.324324324324,543593578.37837838,0.03846153846153846154,0.03953488372093023256
DZ,Mediterranean woodlands and forests,4642,183,1298,721,3344,3921,237803957.60448083,559554486.51443343,0.05398999209902554648,0.04636233951497860200
DZ,North Saharan steppe and woodlands,644,40,259,33,385,611,67455860.869565217391,567772904.34782609,0.00000000000000000000,0.00000000000000000000
DZ,Sahara desert,232,25,114,34,118,198,25188579.310344827586,73936800.000000000000,0.00584795321637426901,0.00478468899521531100
DZ,Saharan halophytics,23,8,20,5,3,18,9477704.347826086957,102710817.391304347826,0.00000000000000000000,0.00000000000000000000
DZ,South Saharan steppe and woodlands,48,5,10,7,38,41,25603200.000000000000,34770600.000000000000,0.02564102564102564103,0.00000000000000000000
DZ,West Saharan montane xeric woodlands,453,40,267,157,186,296,24847152.317880794702,72983014.569536423841,0.19519519519519519520,0.11229946524064171123
DZ,,315,59,117,,198,,169763931.42857143,,0.05116279069767441860,
EC,Chocó-Darién moist forests,1,1,1,1,0,0,172800.000000000000,0.00000000000000000000,,
EC,Cordillera Central páramo,147,54,30,56,117,91,270494889.79591837,150964310.20408163,0.09022556390977443609,0.16806722689075630252
EC,Eastern Cordillera real montane forests,186000,7940,86172,60578,99828,125422,134268424.72258065,186057738.11612903,0.23099103218758732820,0.18420691014894519558
EC,Ecuadorian dry forests,18264,1775,6129,5998,12135,12266,189207253.08804205,191679823.91590013,0.10880052151238591917,0.09817100756155884444
EC,Galápagos Islands scrubland mosaic,46057,5898,37403,36332,8654,9725,73490305.108886814165,84868234.196756193413,0.24414143941289300309,0.24403751313768291697
EC,Guayaquil flooded grasslands,3008,968,1564,1796,1444,1212,156566163.82978723,104380132.97872340,0.24734147302087435998,0.26578073089700996678
EC,Iquitos varzeá,8,4,0,4,8,4,256716000.00000000,13510800.000000000000,0.00000000000000000000,0.20000000000000000000
EC,Napo moist forests,78877,5540,42561,37995,36316,40882,111549533.09076157,137058280.61412072,0.19938619774386197744,0.19105018764709624070
EC,Northern Andean páramo,32668,6832,16821,12870,15847,19798,136165738.80249786,168115465.94832864,0.25860984722376354826,0.22230399887849157116
EC,Northwestern Andean montane forests,240237,12546,100009,86720,140228,153517,169434303.94485446,188887950.30906979,0.20030938483816602994,0.18238392265034071141
EC,South American Pacific mangroves,8357,1668,2959,2818,5398,5539,177457990.76223525,179401592.72466196,0.11904761904761904762,0.10961429381735677822
EC,Tumbes-Piura dry forests,2996,836,1655,1512,1341,1484,112546843.25767690,117943757.54339119,0.24685853263072557762,0.24729891956782713085
EC,Western Ecuador moist forests,23365,3341,8107,7063,15258,16302,184219876.08816606,211298334.97967045,0.10699936561640938888,0.09551397077672391694
EC,,43201,6520,32341,,10860,,86915682.062915210296,,0.26410453497309761722,0.00000000000000000000
EE,Sarmatic mixed forests,25649,1534,10314,6216,15335,19433,227669406.52657024,330090676.19010488,0.04566257541085916372,0.05899678281752684761
EE,,8200,1248,4116,,4084,,182865020.48780488,,0.08331830477908025248,0.00000000000000000000
EG,Arabian Desert and East Sahero-Arabian xeric shrublands,597,243,418,285,179,312,72474548.743718592965,181557081.40703518,0.00626959247648902821,0.21345707656612529002
EG,Mediterranean dry woodlands and steppe,298,94,254,224,44,74,15224955.704697986577,66212842.953020134228,0.03846153846153846154,0.02439024390243902439
EG,Nile Delta flooded savanna,13328,1777,9891,9395,3437,3933,64358334.453781512605,84076249.699879951981,0.03301081388730791121,0.02653458340704050946
EG,North Saharan steppe and woodlands,924,319,581,432,343,492,71907896.103896103896,126189070.12987013,0.03661327231121281465,0.03102189781021897810
EG,Red Sea Nubo-Sindian tropical desert and semi-desert,1872,407,1303,1035,569,837,56713061.538461538462,135000784.61538462,0.03666245259165613148,0.08309455587392550143
EG,Red Sea coastal desert,10613,631,3220,2737,7393,7876,115722375.501743145199,131866964.062941675304,0.05998356614626129827,0.05343945423536100057
EG,Sahara desert,3151,769,2137,1841,1014,1310,47232776.896223421136,75471976.642335766423,0.10344827586206896552,0.10582576162479957242
EG,Saharan halophytics,68,30,59,57,9,11,12774494.117647058824,21183247.058823529412,0.00000000000000000000,0.00000000000000000000
EG,South Saharan steppe and woodlands,2,2,1,1,1,1,21859200.000000000000,21772800.000000000000,0.00000000000000000000,0.00000000000000000000
EG,,1948,546,949,,999,,177880213.55236140,,0.02852203975799481417,
EH,Atlantic coastal desert,1389,179,974,906,415,483,58713558.531317494600,67919606.047516198704,0.15217391304347826087,0.14970059880239520958
EH,Mediterranean acacia-argania dry woodlands and succulent thickets,255,91,157,63,98,192,86633788.235294117647,264828197.64705882,0.06250000000000000000,0.08837209302325581395
EH,North Saharan steppe and woodlands,1616,170,1123,603,493,1013,57788447.524752475248,158990863.36633663,0.19201520912547528517,0.24334053275737940965
EH,,478,149,410,,68,,33981409.205020920502,,0.10426540284360189573,
ER,East Sudanian savanna,3,1,0,0,3,3,63676800.000000000000,69811200.000000000000,0.00000000000000000000,0.00000000000000000000
ER,Ethiopian montane forests,66,10,22,16,44,50,39903709.090909090909,103439127.27272727,0.00000000000000000000,0.00000000000000000000
ER,Ethiopian montane grasslands and woodlands,260,20,42,31,218,229,47958313.846153846154,82131175.384615384615,0.00000000000000000000,0.00000000000000000000
ER,Ethiopian xeric grasslands and shrublands,62,17,31,17,31,45,30641341.935483870968,58779870.967741935484,0.00000000000000000000,0.00000000000000000000
ER,Sahelian Acacia savanna,19,5,5,3,14,16,27943578.947368421053,178506947.36842105,0.00000000000000000000,0.00000000000000000000
ER,Somali Acacia-Commiphora bushlands and thickets,11,5,3,2,8,9,25260218.181818181818,25872872.727272727273,0.00000000000000000000,0.00000000000000000000
ER,,61,19,29,,32,,52610518.032786885246,,0.00000000000000000000,
ES,Canary Islands dry woodlands and forests,56094,3367,20251,18219,35843,37875,255002497.80725211,274837107.71205477,0.03589410035894100359,0.03599120472167573198
ES,Cantabrian mixed forests,510751,7278,31672,18064,479079,492687,573292516.93447492,616797878.54982173,0.01060137836313246511,0.00637928128235794611
ES,Iberian conifer forests,88552,4426,7161,5585,81391,82967,361331584.02746409,371960291.48071190,0.01355308290805655484,0.01221050150274029112
ES,Iberian sclerophyllous and semi-deciduous forests,1171728,18970,116271,62389,1055457,1109339,474107484.35541354,562814271.25476220,0.02299690765911425357,0.01635269308496617169
ES,Mediterranean acacia-argania dry woodlands and succulent thickets,30132,2305,16750,11789,13382,18343,100446643.727598566308,164217622.93906810,0.07000541418516513265,0.06041183690167734897
ES,Mediterranean woodlands and forests,9306,171,499,562,8807,8744,748476468.85880077,707335603.86847195,0.02840223708739993420,0.03484167853621124137
ES,Northeastern Spain and Southern France Mediterranean forests,326042,12311,50850,31297,275192,294745,378059074.35238405,453395012.72596782,0.01754738974771724348,0.01408450704225352113
ES,Northwest Iberian montane forests,140577,4174,9894,7643,130683,132934,738472747.39964575,753689271.86666382,0.01793409331958732301,0.01693349753694581281
ES,Pyrenees conifer and mixed forests,58824,3926,12419,9642,46405,49182,345131319.95104039,366762107.22154223,0.04687590872962022372,0.03934069643158506629
ES,Southeastern Iberian shrubs and woodlands,23672,1537,3578,3364,20094,20308,323689117.67489017,305863438.45893883,0.01351351351351351351,0.01597882097102065901
ES,Southwest Iberian Mediterranean sclerophyllous and mixed forests,345659,9310,51515,35816,294144,309843,314530817.30607333,350151452.98690328,0.03873016273416093056,0.03182812141601039835
ES,,228174,11787,37991,,190183,,397856433.35349339,,0.03252451485615006331,0.00000000000000000000
ET,East Sudanian savanna,476,39,137,73,339,403,142485942.85714286,204056833.61344538,0.00260416666666666667,0.03818615751789976134
ET,Ethiopian montane forests,7903,763,6252,5643,1651,2260,33997465.266354548905,57838759.762115652284,0.12783240701154339461,0.14431773495871018482
ET,Ethiopian montane grasslands and woodlands,15986,1610,9704,8173,6282,7813,91595458.025772550982,122626769.823595646190,0.06927023945267958951,0.07803121248499399760
ET,Ethiopian montane moorlands,3973,617,3375,3199,598,774,20985152.982632771206,28763958.318650893531,0.11825078090138331102,0.12062420919443272881
ET,Ethiopian xeric grasslands and shrublands,80,31,74,49,6,31,7399080.000000000000,70752960.000000000000,0.00000000000000000000,0.00000000000000000000
ET,Masai xeric grasslands and shrublands,21,9,21,21,0,0,102857.142857142857,49371.428571428571,,
ET,Northern Acacia-Commiphora bushlands and thickets,72,7,27,25,45,47,41634000.000000000000,44583600.000000000000,0.19642857142857142857,0.18965517241379310345
ET,Sahelian Acacia savanna,16,5,9,8,7,8,42735600.000000000000,49302000.000000000000,0.35714285714285714286,0.42857142857142857143
ET,Somali Acacia-Commiphora bushlands and thickets,11294,777,8944,8305,2350,2989,36916262.794404108376,56306904.480255002656,0.13451066961000735835,0.13307828938379560049
FI,Sarmatic mixed forests,22479,585,1197,709,21282,21770,656456264.99399439,710996158.33444548,0.00432055749128919861,0.00428714767855514002
FI,Scandinavian Montane Birch forest and grasslands,2549,613,1353,1044,1196,1505,419685508.67006669,505566668.02667713,0.09285714285714285714,0.10620347394540942928
FI,Scandinavian and Russian taiga,213880,4332,40827,26181,173053,187699,527573360.43388816,803784294.80456331,0.02613664882047850092,0.02986733347225116344
FI,,49533,2019,4369,,45164,,771809174.87735449,,0.00623588861412751317,0.00000000000000000000
FJ,Fiji tropical dry forests,3120,841,1778,1808,1342,1312,147016107.69230769,136935636.92307692,0.02642934196332254585,0.02618657937806873977
FJ,Fiji tropical moist forests,5419,703,3693,3387,1726,2032,116366195.38660269,120001245.39582949,0.02591632728619029989,0.02803107058426207362
FJ,,7855,1127,4959,,2896,,154548833.20178230,,0.00981132075471698113,
FK,Patagonian steppe,10277,1475,4364,3300,5913,6977,220066146.93003795,299710199.94161720,0.08501607717041800643,0.09660636159394584368
FK,,9906,1420,5594,,4312,,138739891.94427620,,0.15766306522609043617,0.00000000000000000000
FM,Carolines tropical moist forests,845,171,707,674,138,171,25733600.946745562130,34519918.579881656805,0.00940438871473354232,0.01139601139601139601
FM,Yap tropical dry forests,206,33,171,171,35,35,4405141.747572815534,4358166.990291262136,0.00000000000000000000,0.00000000000000000000
FM,,852,158,767,,85,,20969847.887323943662,,0.01612903225806451613,
FO,Faroe Islands boreal grasslands,6611,464,1832,1823,4779,4788,274164764.90697323,253037226.92482227,0.01402142161635832522,0.01579255215441606551
FO,,3131,407,1059,,2072,,209595720.72820185,,0.01812415043044857272,
FR,Alps conifer and mixed forests,23174,2606,7307,4493,15867,18681,240379336.70492794,318947855.63131095,0.02491675278447582960,0.02137443153107630116
FR,Atlantic mixed forests,333291,14294,58952,28182,274339,305109,421284549.85463154,543961035.24667633,0.00796086436263813613,0.00598267443285536441
FR,Cantabrian mixed forests,4212,836,1013,817,3199,3395,419504082.05128205,444323384.61538462,0.01040737436812369908,0.00456881781838949172
FR,Corsican montane broadleaf and mixed forests,4845,724,3367,3437,1478,1408,79466582.786377708978,76644896.099071207430,0.08500371195248700817,0.08213474640423921272
FR,Italian sclerophyllous and semi-deciduous forests,3814,966,1857,1551,1957,2263,133697000.10487677,165942436.07760881,0.00832602979842243646,0.01959247648902821317
FR,Northeastern Spain and Southern France Mediterranean forests,167786,6809,33975,20306,133811,147480,310768060.34353283,415156407.38559832,0.02535783892533059497,0.02014020758005358583
FR,Pyrenees conifer and mixed forests,13215,2047,5245,4351,7970,8864,172204667.06015891,206101234.05221339,0.07059310630369526964,0.07313533907323207894
FR,Tyrrhenian-Adriatic Sclerophyllous and mixed forests,13847,930,6295,4258,7552,9589,123102878.486314725211,192533106.08796129,0.04801416085850204669,0.04838411819021237304
FR,Western European broadleaf forests,147813,7348,25371,11556,122442,136257,347734347.65277750,436495254.40928741,0.00897997867551238005,0.00649092211617086249
FR,,48847,4925,12803,,36044,,278240703.12608758,,0.01792355371900826446,
GA,Atlantic Equatorial coastal forests,1682,142,1142,945,540,737,30876956.004756242568,67211751.724137931034,0.11630558722919042189,0.10186915887850467290
GA,Central African mangroves,825,99,259,241,566,584,60004538.181818181818,74741550.545454545455,0.09848484848484848485,0.09852941176470588235
GA,Northwestern Congolian lowland forests,588,58,427,388,161,200,39038106.122448979592,63745567.346938775510,0.00000000000000000000,0.00000000000000000000
GA,Western Congolian forest-savanna mosaic,1538,92,694,550,844,988,92702368.790637191157,135967309.23276983,0.10735930735930735931,0.11281224818694601128
GA,,1022,116,247,,775,,78197241.487279843444,,0.03725961538461538462,
GB,Caledon conifer forests,62241,5862,24905,23379,37336,38862,320041183.40000964,351585953.74752976,0.05140556948660419691,0.04936472907248302016
GB,Celtic broadleaf forests,1658298,30458,129278,69632,1529020,1588666,695217137.96289931,805737674.34900120,0.00418756315639988072,0.00302011055215513016
GB,English Lowlands beech forests,1251277,28304,82407,58536,1168870,1192741,641382349.48904199,723417940.60563728,0.00404766251504455894,0.00324516052860447288
GB,North Atlantic moist mixed forests,76474,5348,26388,18475,50086,57999,411088200.39229019,572912706.95922797,0.02723343689792234392,0.02477898340216384278
GB,,339007,15006,51627,,287380,,627494195.17591082,,0.01034741314671332167,0.00000000000000000000
GD,Bahamian-Antillean mangroves,213,39,45,27,168,186,929859515.49295775,1060785532.39436620,0.00000000000000000000,0.01063829787234042553
