COUNTRY CODE,ecoregion,n_checklists,n_observers,n_tourist,n_tourist_ecoregion,local,local_ecoregion,date_range_cell,date_range_ecoregion,guided,guided_ecoregion
CN,Qionglai-Minshan conifer forests,9793,904,6688,5797,3105,3996,45423593.505565199632,69643614.173389155519,0.21806135676220653896,0.22034585247230478249
CN,Rock and Ice,24,17,17,17,7,7,37155600.000000000000,27169200.000000000000,0.00000000000000000000,0.00000000000000000000
CN,Sichuan Basin evergreen broadleaf forests,6948,1110,2872,2611,4076,4337,83474524.352331606218,95165595.854922279793,0.05258883248730964467,0.05247641509433962264
CN,South China Sea Islands,2,2,2,2,0,0,0.00000000000000000000,0.00000000000000000000,,
CN,South China-Vietnam subtropical evergreen forests,24913,1670,7383,3219,17530,21694,110215835.908963191908,162286011.64050897,0.05582585143201083413,0.02835814302751888334
CN,Southeast Tibet shrublands and meadows,15083,1022,10086,7172,4997,7911,49959363.627925479016,99902092.262812437844,0.21198888447796744740,0.20118241795904378374
CN,Suiphun-Khanka meadows and forest meadows,29,10,29,29,0,0,74482.758620689655,92358.620689655172,0.00000000000000000000,1.00000000000000000000
CN,Taklimakan desert,604,179,557,516,47,88,18257149.668874172185,31403682.119205298013,0.02542372881355932203,0.13307984790874524715
CN,Tarim Basin deciduous forests and steppe,44,19,39,33,5,11,1987200.000000000000,2582181.818181818182,0.00000000000000000000,0.00000000000000000000
CN,Tian Shan foothill arid steppe,163,61,130,130,33,33,17772426.993865030675,20317251.533742331288,0.12500000000000000000,0.15492957746478873239
CN,Tian Shan montane conifer forests,206,116,184,165,22,41,14396924.271844660194,41217413.592233009709,0.18681318681318681319,0.03960396039603960396
CN,Tian Shan montane steppe and meadows,939,234,780,649,159,290,17245679.233226837061,33438640.255591054313,0.10803324099722991690,0.12500000000000000000
CN,Tibetan Plateau alpine shrublands and meadows,1143,268,795,733,348,410,57148119.685039370079,61322985.826771653543,0.12011173184357541899,0.17842876165113182423
CN,Western Himalayan alpine shrub and Meadows,87,33,86,70,1,17,864993.103448275862,78328055.172413793103,0.00000000000000000000,0.00000000000000000000
CN,Yarlung Tsangpo arid steppe,1290,256,1065,983,225,307,22969272.558139534884,32262027.906976744186,0.09846153846153846154,0.13037249283667621777
CN,Yellow Sea saline meadow,627,231,457,467,170,160,32731682.296650717703,30202794.258373205742,0.10471204188481675393,0.12371134020618556701
CN,Yunnan Plateau subtropical evergreen forests,6239,907,3457,2518,2782,3721,86552096.682160602661,114981034.14008655,0.09062500000000000000,0.08451327433628318584
CN,,28070,2251,7363,,20707,,114931542.34413965,,0.04670885531017262904,0.00000000000000000000
CO,Amazon-Orinoco-Southern Caribbean mangroves,27388,4415,12103,10175,15285,17213,121789913.83087484,139465732.96334161,0.16536796536796536797,0.15090357472628940773
CO,Apure-Villavicencio dry forests,43598,2788,8222,7554,35376,36044,155631229.24904812,157080073.10427084,0.09255350481052424897,0.08715663354763296318
CO,Caqueta moist forests,9492,822,3136,2497,6356,6995,114201821.49178255,120316305.43615676,0.14913580246913580247,0.12213740458015267176
CO,Catatumbo moist forests,933,133,181,175,752,758,134083632.15434084,129446832.15434084,0.02083333333333333333,0.02453987730061349693
CO,Cauca Valley dry forests,40884,5424,10862,10518,30022,30366,202454874.78720282,190060166.71558556,0.11711465368734789861,0.11709569874842870416
CO,Cauca Valley montane forests,274263,11868,61447,52856,212816,221407,181353622.36685225,197789110.51071417,0.11410031678156221260,0.10021985363807274592
CO,Cayos Miskitos-San Andrés and Providencia moist forests,3481,507,1566,1300,1915,2181,78042953.174375179546,118736757.48348176,0.14801041279285979918,0.07279411764705882353
CO,Central American dry forests,83,38,9,34,74,49,391361812.04819277,85268472.289156626506,0.05128205128205128205,0.17741935483870967742
CO,Chocó-Darién moist forests,19715,2426,7672,5854,12043,13861,131592209.14024854,159926562.15064672,0.18232305329079522628,0.15783520895775603687
CO,Cordillera Oriental montane forests,79584,4485,18498,13904,61086,65680,147818982.26779252,160676854.52352232,0.13402766607688595786,0.10923871511765790930
CO,Eastern Cordillera real montane forests,26160,1456,6861,4928,19299,21232,123025785.68807339,158892972.11009174,0.15089618965587957836,0.11739813807278442752
CO,Eastern Panamanian montane forests,20,7,3,20,17,0,346835520.00000000,177120.000000000000,0.00000000000000000000,
CO,Guajira-Barranquilla xeric scrub,58529,5358,26722,23950,31807,34579,108444916.67378564,124110078.54567821,0.20460515514693810540,0.19502215480419943316
CO,Guianan piedmont and lowland moist forests,303,128,176,177,127,126,62936839.603960396040,102356625.74257426,0.51245551601423487544,0.41489361702127659574
CO,Iquitos varzeá,6147,520,2583,2614,3564,3533,174848342.02049780,170277209.95607613,0.22288818130736092901,0.22751916246027294821
CO,Japurá-Solimoes-Negro moist forests,4632,506,3154,2968,1478,1664,51029253.886010362694,63444273.575129533679,0.29574955459404428608,0.29787234042553191489
CO,Llanos,49453,2377,13193,9634,36260,39819,114083707.50409480,171739963.39150304,0.12798284230725815555,0.10756067749257901170
CO,Magdalena Valley dry forests,38079,3579,6402,6654,31677,31425,171509111.98298275,159419553.58071378,0.06238731648685001288,0.07063827341437480243
CO,Magdalena Valley montane forests,354717,15646,65104,44050,289613,310667,174867495.78058001,209663726.70946135,0.07548790965999754511,0.05451574524929108361
CO,Magdalena-Urabá moist forests,34827,2724,9665,6539,25162,28288,111638527.349470238608,151118849.44439659,0.09657009657009657010,0.07714116584104433436
CO,Napo moist forests,16902,1285,4596,3247,12306,13655,129454834.50479233,150142272.20447284,0.13670719684521853434,0.10415477323184268950
CO,Negro-Branco moist forests,22945,1170,9227,8201,13718,14744,102034107.300065373720,122682611.531924166485,0.24922178056606484364,0.22387285417845689493
CO,Northern Andean páramo,48715,6382,16956,12462,31759,36253,149570650.12419173,165144082.07738889,0.21515016685205784205,0.17947549944686666233
CO,Northwestern Andean montane forests,84443,5243,25451,15487,58992,68956,170608305.09574506,220201218.54505406,0.18485984872560859340,0.12623009372729176161
CO,Patía Valley dry forests,534,197,223,294,311,240,104020746.06741573,57696593.258426966292,0.19444444444444444444,0.21923937360178970917
CO,Purus varzeá,4475,607,2985,2716,1490,1759,53676429.586592178771,61910224.089385474860,0.27706829539144919489,0.26636266094420600858
CO,Rio Negro campinarana,1077,378,660,717,417,360,72035859.610027855153,54948394.428969359331,0.43421052631578947368,0.34317718940936863544
CO,Santa Marta montane forests,45226,3431,26162,26635,19064,18591,95814344.668995710432,92760790.695617565117,0.33551282051282051282,0.34357874056457450109
CO,Santa Marta páramo,515,102,299,352,216,163,63057739.805825242718,22510303.689320388350,0.18884120171673819742,0.21973094170403587444
CO,Sinú Valley dry forests,10484,2528,5586,5646,4898,4838,83391518.046547119420,70237043.876383059901,0.27463068512271722694,0.28531598513011152416
CO,Solimões-Japurá moist forests,8795,701,2571,2395,6224,6400,153098049.34621944,157229629.56225128,0.11918567194949104497,0.10803537101114955786
CO,South American Pacific mangroves,1568,213,498,444,1070,1124,292240451.02040816,240582397.95918367,0.17468541820873427091,0.15691868758915834522
CO,Southwest Amazon moist forests,3606,496,801,748,2805,2858,203299727.12146423,156076113.14475874,0.07656250000000000000,0.07326120556414219474
CO,Western Ecuador moist forests,1611,323,652,734,959,877,114480321.78770950,95301935.195530726257,0.30712858094603597602,0.32048681541582150101
CO,,17639,3594,7933,,9706,,103372733.601678099666,,0.12999015226119233391,0.00000000000000000000
CP,,22,5,22,,0,,1201745.454545454545,,,
CR,Central American dry forests,81190,11572,29027,29769,52163,51421,190969450.70082522,175693137.89382929,0.12063596131781675135,0.12792889846485321842
CR,Cocos Island moist forests,1189,108,556,556,633,633,57230953.069806560135,57229209.083263246426,0.32701894317048853440,0.32602193419740777667
CR,Costa Rican seasonal moist forests,324858,22543,81954,79519,242904,245339,251935700.67414070,246053235.64634394,0.08384095886648685573,0.08222382529888430533
CR,Isthmian-Atlantic moist forests,356723,20949,121823,96193,234900,260530,174103744.98083947,204573163.00210527,0.14569095995963858185,0.12070240002538030805
CR,Isthmian-Pacific moist forests,198208,15204,75895,64331,122313,133877,143698800.62964159,166043567.77526639,0.11657529216627204700,0.10522159647404505387
CR,Mesoamerican Gulf-Caribbean mangroves,3666,897,1165,1432,2501,2234,139567958.10147300,110975968.57610475,0.06363636363636363636,0.11456102783725910064
CR,Southern Mesoamerican Pacific mangroves,47453,11936,21485,21918,25968,25535,150384552.09154321,129535121.25260784,0.12852153000458085204,0.13971409745896238577
CR,Talamancan montane forests,327194,22527,112392,98282,214802,228912,203215097.08857742,218085662.68574607,0.15443729097285251645,0.13810383747178329571
CR,,61420,9886,26036,,35384,,144434251.20156301,,0.09167902233005346633,0.00000000000000000000
CS,,114,61,101,,13,,3910736.842105263158,,0.02702702702702702703,
CU,Bahamian-Antillean mangroves,11941,2299,6762,4907,5179,7034,101067364.140356754041,156580547.156854534796,0.30048299249820162368,0.24682624285298963078
CU,Cuban cactus scrub,13388,1996,4868,4593,8520,8795,109775368.987152674036,113252943.172990737974,0.10345466333240715013,0.09698510715583000363
CU,Cuban dry forests,56669,3101,27756,25345,28913,31324,139750316.03169281,174623308.48965043,0.25308755384081491008,0.25901089689857502096
CU,Cuban moist forests,30996,2788,19969,18665,11027,12331,75716267.595818815331,113698079.442508710801,0.32882026920031670625,0.32955989372761926764
CU,Cuban pine forests,4556,1224,3062,3061,1494,1495,76569667.427568042142,84625424.407374890255,0.38515901060070671378,0.37428958051420838972
CU,Cuban wetlands,10831,1932,7640,7661,3191,3170,75812861.010063706029,66724866.919028713877,0.41258741258741258741,0.41285307641777972411
CU,,14261,3024,8885,,5376,,93478165.963116191010,,0.25918667319941205292,0.00000000000000000000
CV,Cape Verde Islands dry forests,4987,508,4100,3673,887,1314,26399955.724884700221,44306273.430920393022,0.07532881626145874851,0.08872126436781609195
CV,,1984,333,1684,,300,,29190658.064516129032,,0.07973733583489681051,0.00000000000000000000
CW,Amazon-Orinoco-Southern Caribbean mangroves,8898,1019,2475,1968,6423,6930,236352249.22454484,237225163.04787593,0.04817599554441659705,0.03911882510013351135
CW,Caribbean shrublands,10477,907,2623,2095,7854,8382,245559058.81454615,258937526.08571156,0.03619114546732255798,0.03111359820928931170
CW,,2830,345,468,,2362,,255282691.16607774,,0.01730382293762575453,
CX,Christmas and Cocos Islands tropical forests,2079,200,1660,1608,419,471,36472228.571428571429,40391023.376623376623,0.11053984575835475578,0.12827004219409282700
CX,,851,191,678,,173,,47592998.354876615746,,0.15695067264573991031,
CY,Cyprus Mediterranean forests,32330,1404,13099,12587,19231,19743,250716768.02969378,257868646.28518404,0.01983654009875702367,0.02286361538784242984
CY,,4468,713,1907,,2561,,265819636.16830797,,0.01432378414390406396,
CZ,Carpathian montane forests,1953,209,234,231,1719,1722,233044158.52534562,219890919.81566820,0.04890109890109890110,0.04782608695652173913
CZ,Central European mixed forests,169399,3584,9650,6791,159749,162608,383777853.55521579,399190065.28255775,0.00350092325232671979,0.00211324811120815494
CZ,Pannonian mixed forests,68916,998,2068,1291,66848,67625,624837062.16263277,638251200.00000000,0.00724090444671493936,0.00380708794520145228
CZ,Western European broadleaf forests,117839,2139,6063,2603,111776,115236,451949534.83311977,500703376.01642920,0.00719659508335688047,0.00269655929405460533
DE,Alps conifer and mixed forests,7878,1801,2994,2048,4884,5830,200964305.25514090,259012185.83396801,0.03259098316132536665,0.02481310641005248926
DE,Atlantic mixed forests,140382,6448,19749,9499,120633,130883,382009187.22913194,476966646.18540839,0.01055997680188162516,0.00596708285181240700
DE,Baltic mixed forests,39572,2577,7588,4426,31984,35146,154784726.65521076,221242457.33346811,0.01175557942475235708,0.00722938647909339586
DE,Central European mixed forests,90179,5095,15009,9919,75170,80260,207107592.88969716,263853962.98473037,0.00778059745713586417,0.00552939017676922136
DE,Western European broadleaf forests,377052,14485,52795,29739,324257,347313,334733009.59231087,442749122.45950161,0.00752390485551878271,0.00508529017990386556
DE,,29828,2064,6651,,23177,,224271004.10352689,,0.02679035547203006918,0.00000000000000000000
DJ,Eritrean coastal desert,13,7,5,10,8,3,74370461.538461538462,2691692.307692307692,0.07692307692307692308,0.12500000000000000000
DJ,Ethiopian xeric grasslands and shrublands,2419,98,740,692,1679,1727,97548778.834229020256,107518567.34187681,0.09439124487004103967,0.09703504043126684636
DJ,,361,65,133,,228,,84536775.623268698061,,0.05802047781569965870,0.00000000000000000000
DK,Atlantic mixed forests,9697,862,2584,1089,7113,8608,402833081.40662060,476130174.36320511,0.02115727759367830742,0.02211302211302211302
DK,Baltic mixed forests,54043,3735,10200,7233,43843,46810,359215677.88612771,491136789.59347186,0.01349105698167665194,0.01001724962071617100
DK,,32929,3921,10152,,22777,,313411742.84065717,,0.02390502815931283173,
DM,Caribbean shrublands,3357,668,2131,1407,1226,1950,160938646.64879357,251585398.39142091,0.11571364250337685727,0.11805810959911732255
DM,Windward Islands moist forests,2066,641,1629,1453,437,613,61252832.526621490803,91300000.774443368829,0.26934984520123839009,0.27476500361532899494
DM,,1073,374,826,,247,,71641704.380242311277,,0.23206106870229007634,
DO,Bahamian-Antillean mangroves,7923,1599,5379,3213,2544,4710,67404955.092767890950,160499106.70200682,0.25289351851851851852,0.15666343981929654727
DO,Enriquillo wetlands,876,521,603,625,273,251,82611024.657534246575,59502772.602739726027,0.27083333333333333333,0.25121555915721231767
DO,Hispaniolan dry forests,7942,872,4261,4050,3681,3892,127310236.81692269,140537824.42709645,0.22456987624509507999,0.24824495892457057506
DO,Hispaniolan moist forests,37965,4039,20299,18426,17666,19539,123781241.62781509,155611839.11497432,0.13571595421630460173,0.13714222156310247664
DO,Hispaniolan pine forests,7493,1013,3856,4008,3637,3485,138797212.54504204,147987760.30962231,0.20878570235510272257,0.22903608334745044892
DO,,3954,1410,2738,,1216,,69026738.694992412747,,0.14889705882352941176,0.00000000000000000000
DZ,Mediterranean conifer and mixed forests,966,81,402,243,564,723,155429575.15527950,211316869.56521739,0.13625000000000000000,0.09875141884222474461
DZ,Mediterranean dry woodlands and steppe,424,32,217,28,207,396,67234279.245283018868,557918218.86792453,0.04048582995951417004,0.04116222760290556901
DZ,Mediterranean woodlands and forests,4417,174,1236,695,3181,3722,239795913.60652026,568084635.90672402,0.05641166758392955421,0.04866483653606189169
DZ,North Saharan steppe and woodlands,621,34,241,27,380,594,69407721.739130434783,574996034.78260870,0.00000000000000000000,0.00000000000000000000
DZ,Sahara desert,219,23,103,28,116,191,26082936.986301369863,72455276.712328767123,0.00591715976331360947,0.00495049504950495050
DZ,Saharan halophytics,22,7,19,4,3,18,9908509.090909090909,107379490.90909091,0.00000000000000000000,0.00000000000000000000
DZ,South Saharan steppe and woodlands,45,5,7,4,38,41,27292800.000000000000,37071360.000000000000,0.02564102564102564103,0.00000000000000000000
DZ,West Saharan montane xeric woodlands,422,36,241,136,181,286,25167992.417061611374,73454127.014218009479,0.19817073170731707317,0.11538461538461538462
DZ,,280,54,112,,168,,158432914.28571429,,0.05945945945945945946,
EC,Chocó-Darién moist forests,1,1,1,1,0,0,172800.000000000000,0.00000000000000000000,,
EC,Cordillera Central páramo,129,48,27,53,102,76,256620725.58139535,121019609.30232558,0.10169491525423728814,0.19230769230769230769
EC,Eastern Cordillera real montane forests,174328,7353,80348,57183,93980,117145,129041569.47363590,177346799.50438254,0.23871285612511901354,0.19179068650984157465
EC,Ecuadorian dry forests,17022,1598,5572,5434,11450,11588,189373460.97990835,191407530.77194219,0.11255261886688289283,0.10103149122207801079
EC,Galápagos Islands scrubland mosaic,40071,5085,32370,31534,7701,8537,75527145.077487459759,86761622.520026952160,0.26455244371224601867,0.26455758332961492124
EC,Guayaquil flooded grasslands,2820,894,1423,1639,1397,1181,161541222.12765957,108362205.95744681,0.23968646864686468647,0.25736568457538994801
EC,Iquitos varzeá,8,4,0,4,8,4,256716000.00000000,13510800.000000000000,0.00000000000000000000,0.20000000000000000000
EC,Napo moist forests,71671,4888,38093,34452,33578,37219,107835332.360368907926,128239986.29292182,0.20995042492917847025,0.20255352650225059474
EC,Northern Andean páramo,30225,6236,15565,12063,14660,18162,131209526.947890818859,158007170.85856079,0.26999217527386541471,0.23405848653910959673
EC,Northwestern Andean montane forests,221717,11681,93427,81592,128290,140125,164280546.23145722,180896169.48452306,0.21150076813052921545,0.19348036200685352781
EC,South American Pacific mangroves,7942,1527,2726,2612,5216,5330,176971503.39964744,177194552.90858726,0.11837821840781296241,0.10830751069794894496
EC,Tumbes-Piura dry forests,2827,781,1566,1432,1261,1395,106766805.80120269,111725438.41528122,0.25285895806861499365,0.25429409300377042313
EC,Western Ecuador moist forests,21949,3046,7306,6484,14643,15465,185568777.65729646,209663351.80646043,0.11000881834215167549,0.09897040590803730257
EC,,38937,5687,29078,,9859,,86669964.219123199014,,0.28094570061066182538,0.00000000000000000000
EE,Sarmatic mixed forests,18901,1404,9518,5750,9383,13151,148715669.73176022,252740232.07237712,0.06645739223642906362,0.08165877383847433764
EE,,7025,1132,3741,,3284,,143674947.41637011,,0.09715025906735751295,0.00000000000000000000
EG,Arabian Desert and East Sahero-Arabian xeric shrublands,394,171,308,230,86,164,39224503.553299492386,127150538.07106599,0.00913242009132420091,0.32258064516129032258
EG,Mediterranean dry woodlands and steppe,278,89,239,217,39,61,13404431.654676258993,38980385.611510791367,0.04255319148936170213,0.02898550724637681159
EG,Nile Delta flooded savanna,11821,1571,8928,8574,2893,3247,56365551.746891125962,74382265.053717959563,0.03163331181407359587,0.02720259845716605765
EG,North Saharan steppe and woodlands,875,289,542,414,333,461,70110687.085714285714,114130549.02857143,0.03764705882352941176,0.03300970873786407767
EG,Red Sea Nubo-Sindian tropical desert and semi-desert,1514,317,1052,878,462,636,53981396.036988110964,109234253.10435931,0.04315476190476190476,0.10287081339712918660
EG,Red Sea coastal desert,9946,562,2892,2506,7054,7440,109291613.11079831,120830982.02292379,0.06230110159118727050,0.05605461731943945383
EG,Sahara desert,2894,680,1922,1671,972,1223,47795530.615065653075,70818563.096060815480,0.10532615200478755236,0.10684002261164499717
EG,Saharan halophytics,46,25,42,42,4,4,8397704.347826086957,8397704.347826086957,0.00000000000000000000,0.00000000000000000000
EG,South Saharan steppe and woodlands,2,2,1,1,1,1,21859200.000000000000,21772800.000000000000,0.00000000000000000000,0.00000000000000000000
EG,,1742,460,807,,935,,186952637.42824340,,0.02960222016651248844,
EH,Atlantic coastal desert,1086,120,763,717,323,369,60879619.889502762431,68192671.823204419890,0.15251572327044025157,0.14454277286135693215
EH,Mediterranean acacia-argania dry woodlands and succulent thickets,165,58,113,52,52,113,109865192.72727273,258408785.45454545,0.01190476190476190476,0.12030075187969924812
EH,North Saharan steppe and woodlands,1284,114,859,492,425,792,64975357.009345794393,145136388.78504673,0.20112994350282485876,0.25724637681159420290
EH,,429,121,367,,62,,35555311.888111888112,,0.10500000000000000000,
ER,Ethiopian montane forests,39,9,17,11,22,28,40882707.692307692308,147934523.07692308,0.00000000000000000000,0.00000000000000000000
ER,Ethiopian montane grasslands and woodlands,135,16,37,26,98,109,50902400.000000000000,113810560.00000000,0.00000000000000000000,0.00000000000000000000
ER,Ethiopian xeric grasslands and shrublands,24,11,16,6,8,18,32792400.000000000000,100407600.000000000000,0.00000000000000000000,0.00000000000000000000
ER,Sahelian Acacia savanna,17,5,5,2,12,15,27795388.235294117647,187859011.76470588,0.00000000000000000000,0.00000000000000000000
ER,Somali Acacia-Commiphora bushlands and thickets,3,2,2,1,1,2,10972800.000000000000,33523200.000000000000,0.00000000000000000000,0.00000000000000000000
ER,,32,14,26,,6,,14121000.000000000000,,0.00000000000000000000,
ES,Canary Islands dry woodlands and forests,50187,3045,18125,16361,32062,33826,254028631.09570207,272011558.37168988,0.03856482973466537759,0.03851124321530111140
ES,Cantabrian mixed forests,430164,7020,30319,17430,399845,412734,516507601.90810947,559158672.96008034,0.01253166472244864092,0.00755094135706531875
ES,Iberian conifer forests,85487,4224,6792,5292,78695,80195,352219907.41984161,362096044.84424532,0.01396354649366697559,0.01241206091420071449
ES,Iberian sclerophyllous and semi-deciduous forests,1072643,18284,108988,59766,963655,1012877,424063426.16508941,507405462.96652288,0.02466635267669851422,0.01752758046001853906
ES,Mediterranean acacia-argania dry woodlands and succulent thickets,26583,2085,14808,10812,11775,15771,90592361.494188014897,148385163.20957003,0.07456087219866747426,0.06495460440985732815
ES,Mediterranean woodlands and forests,6871,152,487,549,6384,6322,550128881.61839616,494645947.78052685,0.03867980884109916368,0.04731343283582089552
ES,Northeastern Spain and Southern France Mediterranean forests,295149,11692,46862,29814,248287,265335,343216180.06362888,417020033.75379893,0.01888810513241224909,0.01533132618163748502
ES,Northwest Iberian montane forests,125169,3981,9341,7215,115828,117954,550947839.95398222,563094168.68393931,0.01990070507739163086,0.01878193505851326850
ES,Pyrenees conifer and mixed forests,53146,3630,11431,8902,41715,44244,313045347.80416212,333509701.36604824,0.05104095270733379027,0.04269798128591879500
ES,Southeastern Iberian shrubs and woodlands,22617,1428,3317,3068,19300,19549,310799354.39713490,294240981.77477119,0.01377328577090764962,0.01650781173233762405
ES,Southwest Iberian Mediterranean sclerophyllous and mixed forests,243719,8761,48514,34089,195205,209630,362751300.26957275,407974809.19255372,0.05594852056329747655,0.04537605059646054439
ES,,193807,11270,35006,,158801,,372975441.02741387,,0.03784324909495151734,0.00000000000000000000
ET,East Sudanian savanna,360,33,116,58,244,302,168578640.00000000,244386960.00000000,0.00346020761245674740,0.05031446540880503145
ET,Ethiopian montane forests,6187,579,4861,4446,1326,1741,34394852.691126555681,55739018.199450460643,0.14373313711062055433,0.16578402026249136542
ET,Ethiopian montane grasslands and woodlands,13594,1389,7911,6802,5683,6792,97226567.014859496837,122668487.862292187730,0.07218837137250852009,0.08296608545698409657
ET,Ethiopian montane moorlands,3074,443,2637,2498,437,576,16388146.258945998699,23322659.726740403383,0.13190823774765380605,0.13728395061728395062
ET,Ethiopian xeric grasslands and shrublands,71,26,65,41,6,30,8327256.338028169014,78541250.704225352113,0.00000000000000000000,0.00000000000000000000
ET,Masai xeric grasslands and shrublands,17,6,17,17,0,0,81317.647058823529,45741.176470588235,,
ET,Northern Acacia-Commiphora bushlands and thickets,60,5,25,24,35,36,38988000.000000000000,42360480.000000000000,0.23913043478260869565,0.23404255319148936170
ET,Sahelian Acacia savanna,16,5,9,8,7,8,42735600.000000000000,49302000.000000000000,0.35714285714285714286,0.42857142857142857143
ET,Somali Acacia-Commiphora bushlands and thickets,8680,583,6968,6558,1712,2122,33708989.861751152074,48965905.990783410138,0.15325605182407091715,0.15546218487394957983
FI,Sarmatic mixed forests,20796,551,1119,673,19677,20123,617528577.95729948,668604156.49163301,0.00467336683417085427,0.00424418891575778513
FI,Scandinavian Montane Birch forest and grasslands,1963,546,1259,977,704,986,217970606.62251656,308299495.87366276,0.12394797245600612089,0.14150304671631685850
FI,Scandinavian and Russian taiga,194994,4007,37443,24394,157551,170600,498602361.67266685,775909565.66048186,0.02760636198820710205,0.03147558819529443764
FI,,45346,1857,4030,,41316,,756964728.23181758,,0.00662531716943896250,0.00000000000000000000
FJ,Fiji tropical dry forests,2942,760,1621,1646,1321,1296,151937512.98436438,141911442.01223657,0.02693787795492028587,0.02662229617304492512
FJ,Fiji tropical moist forests,4923,604,3272,3027,1651,1896,123524446.06946984,125570228.88482633,0.02698535080956052429,0.02971715001790189760
FJ,,7204,1034,4653,,2551,,138227227.09605775,,0.01081530782029950083,
FK,Patagonian steppe,9077,1271,3799,2934,5278,6143,223173503.49234329,304768665.94689876,0.09205494972383515083,0.10528401585204755614
FK,,9255,1280,5172,,4083,,138585600.00000000,,0.16413543263201894942,0.00000000000000000000
FM,Carolines tropical moist forests,732,148,603,573,129,159,29295973.770491803279,39169888.524590163934,0.00967741935483870968,0.01179941002949852507
FM,Yap tropical dry forests,164,26,132,132,32,32,5263024.390243902439,5204019.512195121951,0.00000000000000000000,0.00000000000000000000
FM,,807,142,725,,82,,20961153.903345724907,,0.01624129930394431555,
FO,Faroe Islands boreal grasslands,6431,432,1707,1699,4724,4732,279943187.68465246,258077807.61934380,0.01344404903123764334,0.01524450603840823599
FO,,3027,377,970,,2057,,216157700.69375619,,0.01829826166514181153,
FR,Alps conifer and mixed forests,20793,2373,6675,4229,14118,16564,216454616.99610446,285441985.74520271,0.02670947030497592295,0.02344858911031624368
FR,Atlantic mixed forests,271509,13615,54971,27188,216538,244321,293830006.81966344,413509840.56661105,0.00964930529428168004,0.00721665208351729508
FR,Cantabrian mixed forests,3769,776,951,762,2818,3007,391690262.24462722,416420193.36694083,0.01040967092008059100,0.00514138817480719794
FR,Corsican montane broadleaf and mixed forests,4083,585,2785,2851,1298,1232,76111014.842027920647,72827878.324761204996,0.07482135350987810004,0.07207207207207207207
FR,Italian sclerophyllous and semi-deciduous forests,3446,887,1776,1479,1670,1967,116002104.23679629,152700817.64364481,0.00761808024377856780,0.01519213583556747096
FR,Northeastern Spain and Southern France Mediterranean forests,141057,6329,31104,19246,109953,121811,266720593.32610221,355903813.59025075,0.02811018383622323090,0.02283080005635302037
FR,Pyrenees conifer and mixed forests,11581,1831,4682,3911,6899,7670,157021588.878335204214,187700646.50721009,0.07740046838407494145,0.08081920281876238714
FR,Tyrrhenian-Adriatic Sclerophyllous and mixed forests,12461,810,5436,3739,7025,8722,123315902.864938608458,187613609.69424605,0.04237900313026727667,0.04866130510027486511
FR,Western European broadleaf forests,129046,6955,23762,11175,105284,117871,291740302.41619268,369616053.21513259,0.01004620522439269866,0.00718973896487799990
FR,,40617,4548,11212,,29405,,255721483.71371593,,0.01626323751891074130,
GA,Atlantic Equatorial coastal forests,1475,119,1011,856,464,619,29808292.881355932203,62319060.610169491525,0.12704402515723270440,0.11416490486257928118
GA,Central African mangroves,754,88,244,224,510,530,57371318.832891246684,74529281.697612732095,0.10761589403973509934,0.10702875399361022364
GA,Northwestern Congolian lowland forests,519,48,376,343,143,176,36269521.387283236994,59647630.057803468208,0.00000000000000000000,0.00000000000000000000
GA,Western Congolian forest-savanna mosaic,1487,79,657,519,830,968,95030354.808338937458,138515236.58372562,0.10905892700087950748,0.11503697617091207888
GA,,984,97,224,,760,,79736751.219512195122,,0.03813038130381303813,
GB,Caledon conifer forests,53042,5372,22983,21714,30059,31328,285207675.42702010,313063140.00226236,0.05925199978810192298,0.05706760316066725198
GB,Celtic broadleaf forests,1361197,29524,121578,67211,1239619,1293986,624446230.24705461,719511508.71358077,0.00497700847089693901,0.00361720122308242795
GB,English Lowlands beech forests,1041504,27189,77992,56117,963512,985387,562084442.73204904,641213511.71536547,0.00476146132758096684,0.00384707765810655038
GB,North Atlantic moist mixed forests,60161,4871,23769,17261,36392,42900,329321989.24884892,494476253.46653147,0.03215715140083728205,0.03113250423501218857
GB,,261437,14180,46419,,215018,,545428321.07773575,,0.01277430157750947387,0.00000000000000000000
GD,Bahamian-Antillean mangroves,156,31,40,25,116,131,129384000.00000000,152937969.23076923,0.00000000000000000000,0.01503759398496240602
GD,Caribbean shrublands,3813,548,1431,958,2382,2855,157705083.87096774,207992104.48465775,0.11069354287666552784,0.09478817433709234989
GD,Lesser Antillean dry forests,4403,405,911,712,3492,3691,214214700.88575971,183705120.32704974,0.03906877174203906877,0.03193407159412825135
GD,Windward Islands moist forests,3597,479,788,702,2809,2895,187855578.31526272,193896252.21017515,0.09456928838951310861,0.09539774459006400488
GD,,3133,466,881,,2252,,177917676.34854772,,0.04497138184791496321,
GE,Azerbaijan shrub desert and steppe,10773,881,4560,4235,6213,6538,125107945.864661654135,140798235.588972431078,0.06665875934052900012,0.06027017665396605473
GE,Caucasus mixed forests,14419,1002,7955,6614,6464,7805,103194155.045426173798,137322532.547333379569,0.08378959718420023465,0.10379585906284053760
GE,Eastern Anatolian montane steppe,2566,260,1340,1132,1226,1434,115880077.31878410,131525346.21979735,0.07963246554364471669,0.11728395061728395062
